gutenberg_id,title,author,publication_year,era,decade
70908,The undertakers' manual,Auguste Renouard,1878,Victorian,1870s
13486,The Story of Sigurd the Volsung,William Morris,1876,Victorian,1870s
35506,Cloud City Cook-Book,Mrs. William H. Nash,1889,Victorian,1880s
61212,English as She is Taught,Caroline B. Le Row and Mark Twain,1887,Victorian,1880s
42082,History of Ancient Art,Franz von Reber,1882,Victorian,1880s
48704,"Autobiography of Matthew Scott, Jumbo's Keeper; Also Jumbo's Biography,",the…,1885,Victorian,1880s
37361,"Pan Michael: An Historical Novel of Poland, the Ukraine, and Turkey",Sienkiewicz,1887,Victorian,1880s
45372,Road Scrapings: Coaches and Coaching,M. E. Haworth,1882,Victorian,1880s
56917,Addresses:,John A. Martin. Delivered in Kansas. ,1888,Victorian,1880s
71569,Christopher Columbus (1440-1506) : the first American citizen (,adoption),1881,Victorian,1880s
38044,The Ascent of the Matterhorn,Edward Whymper,1880,Victorian,1880s
66500,Illustrations of the Author of Waverley,Robert Chambers,1884,Victorian,1880s
67629,An Illustrated Dictionary of Words used in Art and Archaeology,John W. Mollett,1883,Victorian,1880s
35288,Two Years in Oregon,Wallis Nash,1882,Victorian,1880s
60007,Earthquakes and other earth movements,John Milne,1886,Victorian,1880s
56721,On Mr. Spencer's Data of Ethics,Malcolm Guthrie,1884,Victorian,1880s
33703,"Olof Krarer, the Esquimaux Lady: A Story of Her Native Home",Olof Krarer,1887,Victorian,1880s
69503,Looking toward sunset,Lydia Maria Child,1881,Victorian,1880s
44688,To and Through Nebraska,Frances I. Sims Fulton,1884,Victorian,1880s
63511,The Negro Laborer: A Word to Him,W. H. Councill,1887,Victorian,1880s
68214,"The old paths, or the Talmud tested",Scripture ,1880,Victorian,1880s
35786,She's All the World to Me,Sir Hall Caine,1885,Victorian,1880s
59821,Handbook of the new Library of Congress,"Small, Caffin, and Spofford",1897,Victorian,1890s
27197,Modern Spiritualism,Uriah Smith,1896,Victorian,1890s
64163,Legends of Switzerland,H. A. Guerber,1899,Victorian,1890s
70966,The Tracy diamonds,Mary Jane Holmes,1898,Victorian,1890s
16320,"If Not Silver, What?",John W. Bookwalter,1896,Victorian,1890s
53793,"A Literary History of Ireland, from Earliest Times to the Present Day",Hyde,1899,Victorian,1890s
68956,The companions of Pickle,Andrew Lang,1898,Victorian,1890s
55022,The Brain of an Army: A Popular Account of the German General Staff,Wilkinson,1895,Victorian,1890s
58852,"A History of the Coldstream Guards, from 1815 to 1895",J. Ross,1896,Victorian,1890s
30768,Sowing and Reaping,Dwight Lyman Moody,1896,Victorian,1890s
1330,"The Story of Little Black Sambo, and The Story of Little Black Mingo",Bannerman,1899,Victorian,1890s
54782,Sketches from Eastern History,Theodor Nöldeke,1892,Victorian,1890s
62972,"The Horse of America in His Derivation, History, and Development",Wallace,1897,Victorian,1890s
73190,Under the guns : A woman's reminiscences of the Civil War,Annie Wittenmyer,1895,Victorian,1890s
70636,Dropped stitches in Tennessee history,John Allison,1897,Victorian,1890s
68388,How to thought-read,F.A.S. Ph.D. James Coates,1893,Victorian,1890s
39617,Curiosities of the American Stage,Laurence Hutton,1891,Victorian,1890s
29849,Daughters of the Revolution and Their Times,Charles Carleton Coffin,1895,Victorian,1890s
36438,The Friars in the Philippines,Ambrose Coleman,1899,Victorian,1890s
20390,Elements of Structural and Systematic Botany,Douglas Houghton Campbell,1890,Victorian,1890s
23754,The Building of a Book,Frederick H. Hitchcock and Theodore Low De Vinne,1906,Modernist,1900s
36042,The Cave,the Beech Fork: A Story of Kentucky—1815 ,1901,Modernist,1900s
70373,Our Arctic province : Alaska and the Seal Islands,Henry Wood Elliott,1906,Modernist,1900s
69408,The shoemaker,Olive Harper and Hal Reid,1907,Modernist,1900s
62724,"Americans, Drawn",Charles Dana Gibson ,1900,Victorian,1900s
15772,"Machiavelli, Volume I",Niccolò Machiavelli,1905,Modernist,1900s
9780,Fair Margaret,H. Rider Haggard,1907,Modernist,1900s
67355,Ioläus: An Anthology of Friendship,Edward Carpenter,1906,Modernist,1900s
45717,Uncle Sam,Albert Matthews,1908,Modernist,1900s
57504,The Angel in the Cloud,Edwin W. Fuller,1907,Modernist,1900s
33833,Glories of Spain,Charles W. Wood,1901,Modernist,1900s
1093,The Beast in the Jungle,Henry James,1903,Modernist,1900s
41810,A Spanish Anthology,J. D. M. Ford,1901,Modernist,1900s
39486,Sidelights on Chinese Life,J. Macgowan,1907,Modernist,1900s
53951,A Book of Simples,Henry William Lewer,1908,Modernist,1900s
43769,A Little Girl in Old Pittsburg,Amanda M. Douglas,1909,Modernist,1900s
68906,Nearest the Pole,Robert E. Peary,1907,Modernist,1900s
72233,"The Cambridge natural history, Vol. 04 (of 10)",Geoffrey Smith et al.,1909,Modernist,1900s
66051,The Millbank Case: A Maine Mystery of To-day,George Dyre Eldridge,1905,Modernist,1900s
19692,Peeps at Many Lands: Belgium,George W. T. Omond,1909,Modernist,1900s
52367,The Story of the East Riding of Yorkshire,Horace B. Browne,1912,Modernist,1910s
73693,Vain oblations,Katharine Fullerton Gerould,1914,Modernist,1910s
32019,Stone's River: The Turning-Point of the Civil War,Wilson J. Vance,1914,Modernist,1910s
68463,The Salton Sea: An account of Harriman's fight with the Colorado River,Kennan,1917,Modernist,1910s
55983,New England and the Bavarian Illuminati,Vernon Stauffer,1918,Modernist,1910s
852,Democracy and Education: An Introduction to the Philosophy of Education,Dewey,1916,Modernist,1910s
52090,Man a Machine,Julien Offray de La Mettrie,1912,Modernist,1910s
70946,Constantinople old and new,H. G. Dwight,1915,Modernist,1910s
68590,The Christmas Bishop,Winifred Margaretta Kirkland,1913,Modernist,1910s
55089,Little Miss Grasshopper,Johanna Spyri,1918,Modernist,1910s
243,"The forged coupon, and other stories",graf Leo Tolstoy,1911,Modernist,1910s
67706,The Story of a Lover,Hutchins Hapgood,1919,Modernist,1910s
74621,The road to glory,E. Alexander Powell,1915,Modernist,1910s
15660,Little Eve Edgarton,Eleanor Hallowell Abbott,1914,Modernist,1910s
44025,"August Strindberg, the Spirit of Revolt: Studies and Impressions",Lind-af-Hage,1913,Modernist,1910s
45955,A-B-C of Electricity,Wm. H. Meadowcroft,1915,Modernist,1910s
46045,The Boy Allies on the North Sea Patrol,Clair W. Hayes,1915,Modernist,1910s
41807,The Panama Canal,Frederic J. Haskin,1913,Modernist,1910s
26023,The League of Nations and Its Problems: Three Lectures,L. Oppenheim,1919,Modernist,1910s
56360,How the Nations Waged War,J. M. Kennedy,1914,Modernist,1910s
20833,Exciting Adventures of Mister Robert Robin,Reuben Bertram Oldfield,1928,Modernist,1920s
1429,"The Garden Party, and Other Stories",Katherine Mansfield,1922,Modernist,1920s
66886,From Immigrant to Inventor,Michael Pupin,1922,Modernist,1920s
57845,Fishing from the Earliest Times,William Radcliffe,1921,Modernist,1920s
66465,Anthony John,Jerome K. Jerome,1923,Modernist,1920s
37675,"Arteriosclerosis and Hypertension, with Chapters on Blood Pressure",Warfield,1920,Modernist,1920s
74733,Scrambled eggs,Lawton Mackall,1920,Modernist,1920s
45112,Astronomy for Young Folks,Isabel Martin Lewis,1922,Modernist,1920s
59770,The Plays of Roswitha,Hrotsvitha,1923,Modernist,1920s
64520,Thoughts on South Africa,Olive Schreiner,1923,Modernist,1920s
55977,Flight: An Epic of the Air,Irwin R. Franklyn,1929,Modernist,1920s
3157,The Path of Empire: A Chronicle of the United States as a World Power,Fish,1921,Modernist,1920s
30246,Under the Maples,John Burroughs,1921,Modernist,1920s
62303,A Winter of Content,Laura Lee Davidson,1922,Modernist,1920s
75041,His to fly,Richard Howells Watkins,1929,Modernist,1920s
68100,Model aeroplanes,F. J. Camm,1920,Modernist,1920s
73504,The a,smal invaders ,1929,Modernist,1920s
29685,Submarine Warfare of To-day,Charles W. Domville-Fife,1920,Modernist,1920s
67988,The Vortex: A Play in Three Acts,Noel Coward,1924,Modernist,1920s
71153,The sacred dance : A study in comparative folklore,W. O. E. Oesterley,1923,Modernist,1920s
64988,The Youngest Camel,Kay Boyle,1939,Modernist,1930s
56480,Hymns in Human Experience,William J. Hart,1931,Modernist,1930s
63287,I'd Like to Do It Again,Owen Davis,1931,Modernist,1930s
74940,"""95% perfect"" : The older residences at Nantucket",Everett Uberto Cros,1937,Modernist,1930s
69272,Life and literature in the Roman republic,Tenney Frank,1930,Modernist,1930s
55359,The Mystery Crash,Van Powell,1932,Modernist,1930s
70899,Medusa's coil,Zealia B. Bishop and H. P. Lovecraft,1939,Modernist,1930s
63754,All in the Day's Work: An Autobiography,Ida M. Tarbell,1939,Modernist,1930s
40647,Little Greta of Denmark,Bernadine Bailey,1939,Modernist,1930s
55931,California Missions: A Guide to the Historic Trails of the Padres,Karl F. Brown,1939,Modernist,1930s
60145,"The Conquest of a Continent; or, The Expansion of Races in America",Madison Grant,1933,Modernist,1930s
50603,Minute Mysteries [Detectograms],H. A. Ripley,1932,Modernist,1930s
43757,Seductio Ad Absurdum,Emily Hahn,1930,Modernist,1930s
19066,Brigands of the Moon,Ray Cummings,1931,Modernist,1930s
70652,At the mountains of madness,H. P. Lovecraft,1936,Modernist,1930s
41622,"Futuria Fantasia, Summer 1939",Ray Bradbury,1939,Modernist,1930s
68572,My mother India,Dalip Singh Saund,1930,Modernist,1930s
10554,"Right Ho, Jeeves",P. G. Wodehouse,1934,Modernist,1930s
7765,Night Must Fall : a Play in Three Acts,Emlyn Williams,1935,Modernist,1930s
59589,"10 Luscious New Cakes, Made",Spry's Amazing New One-Bowl Method,1936,Modernist,1930s
73547,The case of Charles Dexter Ward,H. P. Lovecraft,1941,Modernist,1940s
52023,Textile Fibers used in Eastern Aboriginal North America,A. C. Whitford,1941,Modernist,1940s
70107,"The ""free press"" : portrait of a monopoly",George Marion,1946,Postmodern,1940s
72914,The man on the meteor,Ray Cummings,1941,Modernist,1940s
56016,Memories of Old Montana,Con Price,1945,Postmodern,1940s
34340,Three New Beavers from Utah,Stephen David Durrant and Harold S. Crane,1948,Postmodern,1940s
66855,Why We Love Music,Carl E. Seashore,1941,Modernist,1940s
34326,A New Hylid Frog from Eastern Mexico.,Edward Harrison Taylor,1948,Postmodern,1940s
68700,The Ring bonanza,Otto Binder,1947,Postmodern,1940s
26980,Frank H. Nelson of Cincinnati,Warren Crocker Herrick,1945,Postmodern,1940s
47403,Children Above 180 IQ Stanford-Binet: Origin and Development,Hollingworth,1942,Modernist,1940s
47022,Essays on the Greek Romances,Elizabeth Hazelton Haight,1943,Modernist,1940s
67293,The Sixth Marine Division,James R. Stockman,1946,Postmodern,1940s
65873,"Art and Pleasure: ""Painting with Needles""",Virginia Snow Studios,1949,Postmodern,1940s
49378,"Robert Schumann, Tone-Poet, Prophet and Critic",Herbert F. Peyser,1948,Postmodern,1940s
73173,Einstein's planetoid,"C. M. Kornbluth, Robert W. Lowndes, and Frederik Pohl",1942,Modernist,1940s
55216,A Brief History of Upshur County,G. H. Baird,1946,Postmodern,1940s
52167,"An Earthman on Venus (Originally titled ""The Radio Man"")",Ralph Milne Farley,1948,Postmodern,1940s
68000,Calling the Empress,George O. Smith,1943,Modernist,1940s
14495,De Carmine Pastorali,René Rapin,1947,Postmodern,1940s
66699,Martyr's Flight,Hank Searls,1955,Postmodern,1950s
5883,The Flying Saucers are Real,Donald E. Keyhoe,1950,Postmodern,1950s
29141,Two New Pocket Gophers from Wyoming and Colorado,Hall and Montague,1951,Postmodern,1950s
51845,Wolfbane,Frederik Pohl and C. M. Kornbluth,1959,Postmodern,1950s
49525,First Lensman,E. E. Smith,1950,Postmodern,1950s
65782,Her Christmas at the Hermitage: A Tale About Rachel and Andrew Jackson,Miller,1955,Postmodern,1950s
29591,Getting to know Spain,Dee Day,1957,Postmodern,1950s
67457,Death in Transit,Jerry Sohl,1956,Postmodern,1950s
71869,Note for a time capsule,Edward Wellen,1957,Postmodern,1950s
74139,The woman obsession,William Campbell Gault,1954,Postmodern,1950s
66134,"Jabberwock, Beware!",Richard A. Sternbach,1953,Postmodern,1950s
63426,"Will Bradley, His Chap Book",Will Bradley,1955,Postmodern,1950s
66434,Let Space Be Your Coffin,S. M. Tenneshaw,1954,Postmodern,1950s
69238,The rogue waveform,R. W. Stockheker,1955,Postmodern,1950s
69830,My experiments with volcanoes,Thomas Augustus Jaggar,1956,Postmodern,1950s
49288,"The Dinosaur Quarry. Dinosaur National Monument, Colorado-Utah",John M. Good et al.,1958,Postmodern,1950s
47247,"Manassas (Bull Run) National Battlefield Park, Virginia [1953]",Francis Wilshin,1953,Postmodern,1950s
66209,To Sup With the Devil,Myron I. Scholnick,1953,Postmodern,1950s
73351,Mr. Loneliness,Henry Slesar,1956,Postmodern,1950s
19709,Danger in Deep Space,Carey Rockwell,1953,Postmodern,1950s
50022,The Wailing Asteroid,Murray Leinster,1960,Postmodern,1960s
72192,"Hang head, vandal",Mark Clifton,1962,Postmodern,1960s
13088,Emerson and Other Essays,John Jay Chapman,1969,Postmodern,1960s
32855,"Natural History of the Bell Vireo, Vireo bellii Audubon",Jon C. Barlow,1962,Postmodern,1960s
58549,The Civil War,James I. Robertson,1963,Postmodern,1960s
20154,Invaders from the Infinite,Jr. John W. Campbell,1961,Postmodern,1960s
72537,Divvy up,Stephen Marlowe,1960,Postmodern,1960s
74010,"The boy, me and the cat : Cruise of the Mascot, 1912-1913",Plummer,1961,Postmodern,1960s
22471,"The Fair Play Settlers of the West Branch Valley, 1769-1784",George D. Wolf,1969,Postmodern,1960s
72178,The last class,Richard Banks,1962,Postmodern,1960s
32677,The Invention of the Sewing Machine,Grace Rogers Cooper,1968,Postmodern,1960s
39372,"The Recent Mammals of Tamaulipas, México",Ticul Alvarez,1963,Postmodern,1960s
553,Out of Time's A,ss ,1963,Postmodern,1960s
40784,Ossian in Germany,Rudolf Tombo,1966,Postmodern,1960s
14764,The Grey Book,Johan M. Snoek,1969,Postmodern,1960s
52650,"Hear Me, Pilate!",LeGette Blythe,1961,Postmodern,1960s
38738,"American Military Insignia, 1800-1851",J. Duncan Campbell,1963,Postmodern,1960s
30327,Democritus Platonissans,Henry More,1968,Postmodern,1960s
72249,Through time and space with Benedict Breadfruit,Randall Garrett,1962,Postmodern,1960s
30016,Medical investigation in seventeenth century England,Bodemer and King,1968,Postmodern,1960s
30343,A discourse concerning ridicule and irony in writing (1729),Anthony Collins,1970,Postmodern,1970s
54548,Poisonous Dwellers of the Desert,Natt N. Dodge,1970,Postmodern,1970s
48617,Historically Famous Lighthouses,United States. Coast Guard,1972,Postmodern,1970s
40948,The Atlantic Telegraph (1865),Sir William Howard Russell,1971,Postmodern,1970s
59574,U.S.S. Cairo: The Story of a Civil War Gunboat,Jones and Peterson,1971,Postmodern,1970s
41068,Syndicalism in France,Lewis L. Lorwin,1970,Postmodern,1970s
40339,Selections from the Observator (1681-1687),Sir Roger L'Estrange,1970,Postmodern,1970s
53631,Canyon de Chelly: The Story of Its Ruins and People,Zorro A. Bradley,1973,Postmodern,1970s
27776,The Methodist : a poem,Evan Lloyd,1972,Postmodern,1970s
48794,Pioneer Imprints from Fifty States,Roger J. Trienens and Library of Congress,1973,Postmodern,1970s
37809,A Taxonomic Revision of the Leptodactylid Frog Genus Syrrhophus Cope,Lynch,1970,Postmodern,1970s
22353,Early Theories of Translation,Flora Ross Amos,1973,Postmodern,1970s
25986,Tongues of Conscience,Robert Hichens,1971,Postmodern,1970s
27755,Hidden Symbolism of Alchemy and the Occult Arts,Herbert Silberer,1971,Postmodern,1970s
45793,"Momus Triumphans: or, the Plagiaries of the English Stage (1688[1687])",Langbaine,1971,Postmodern,1970s
62266,The Road Past Kennesaw: The Atlanta Campaign of 1864,Richard M. McMurry,1972,Postmodern,1970s
56106,John Brown's Raid,United States. National Park Service,1974,Postmodern,1970s
70205,Designs for Crazy Daisy Winder : Crochet Time Cut in Half,Hewlett,1970,Postmodern,1970s
28105,A Learned Dissertation on Dumpling (1726),Henry Carey,1970,Postmodern,1970s
30368,A Christmas Carol,Charles Dickens,1971,Postmodern,1970s
